Data;Media;Fator Diario
2012-09-11;7.37;1.00028222
2012-09-12;7.36;1.00028186
2012-09-13;7.36;1.00028186
2012-09-14;7.35;1.00028149
2012-09-17;7.34;1.00028112
2012-09-18;7.33;1.00028075
2012-09-19;7.33;1.00028075
2012-09-20;7.35;1.00028149
2012-09-21;7.35;1.00028149
2012-09-24;7.35;1.00028149
2012-09-25;7.38;1.00028259
2012-09-26;7.37;1.00028222
2012-09-27;7.36;1.00028186
2012-09-28;7.36;1.00028186
2012-10-01;7.36;1.00028186
2012-10-02;7.35;1.00028149
2012-10-03;7.36;1.00028186
2012-10-04;7.36;1.00028186
2012-10-05;7.36;1.00028186
2012-10-08;7.36;1.00028186
2012-10-09;7.35;1.00028149
2012-10-10;7.33;1.00028075
2012-10-11;7.04;1.00027001
2012-10-15;7.04;1.00027001
2012-10-16;7.05;1.00027038
2012-10-17;7.06;1.00027075
2012-10-18;7.08;1.00027149
2012-10-19;7.08;1.00027149
2012-10-22;7.12;1.00027297
2012-10-23;7.12;1.00027297
2012-10-24;7.13;1.00027334
2012-10-25;7.11;1.0002726
2012-10-26;7.09;1.00027186
2012-10-29;7.08;1.00027149
2012-10-30;7.07;1.00027112
2012-10-31;7.09;1.00027186
2012-11-01;7.11;1.0002726
2012-11-05;7.12;1.00027297
2012-11-06;7.12;1.00027297
2012-11-07;7.13;1.00027334
2012-11-08;7.09;1.00027186
2012-11-09;7.09;1.00027186
2012-11-12;7.07;1.00027112
2012-11-13;7.06;1.00027075
2012-11-14;7.06;1.00027075
2012-11-16;7.05;1.00027038
2012-11-19;7.03;1.00026964
2012-11-20;7.01;1.00026889
2012-11-21;6.99;1.00026815
2012-11-22;7.09;1.00027186
2012-11-23;7.12;1.00027297
2012-11-26;7.13;1.00027334
2012-11-27;7.12;1.00027297
2012-11-28;7.11;1.0002726
2012-11-29;7.07;1.00027112
2012-11-30;7.06;1.00027075
2012-12-03;7.07;1.00027112
2012-12-04;7.07;1.00027112
2012-12-05;7.06;1.00027075
2012-12-06;7.05;1.00027038
2012-12-07;7.04;1.00027001
2012-12-10;7.01;1.00026889
2012-12-11;6.97;1.00026741
2012-12-12;6.97;1.00026741
2012-12-13;6.95;1.00026667
2012-12-14;6.9;1.00026481
2012-12-17;6.89;1.00026444
2012-12-18;6.87;1.0002637
2012-12-19;6.84;1.00026258
2012-12-20;6.85;1.00026295
2012-12-21;6.87;1.0002637
2012-12-24;6.87;1.0002637
2012-12-26;6.9;1.00026481
2012-12-27;6.9;1.00026481
2012-12-28;6.9;1.00026481
2012-12-31;6.9;1.00026481
2013-01-02;6.92;1.00026555
2013-01-03;6.92;1.00026555
2013-01-04;6.93;1.00026593
2013-01-07;6.92;1.00026555
2013-01-08;6.91;1.00026518
2013-01-09;6.9;1.00026481
2013-01-10;6.91;1.00026518
2013-01-11;6.92;1.00026555
2013-01-14;6.93;1.00026593
2013-01-15;6.94;1.0002663
2013-01-16;6.94;1.0002663
2013-01-17;6.94;1.0002663
2013-01-18;6.92;1.00026555
2013-01-21;6.93;1.00026593
2013-01-22;6.93;1.00026593
2013-01-23;6.93;1.00026593
2013-01-24;6.93;1.00026593
2013-01-25;6.94;1.0002663
2013-01-28;6.94;1.0002663
2013-01-29;6.95;1.00026667
2013-01-30;6.95;1.00026667
2013-01-31;6.95;1.00026667
2013-02-01;6.95;1.00026667
2013-02-04;6.96;1.00026704
2013-02-05;6.96;1.00026704
2013-02-06;6.96;1.00026704
2013-02-07;6.95;1.00026667
2013-02-08;6.95;1.00026667
2013-02-13;6.95;1.00026667
2013-02-14;6.94;1.0002663
2013-02-15;6.94;1.0002663
2013-02-18;6.94;1.0002663
2013-02-19;6.93;1.00026593
2013-02-20;6.95;1.00026667
2013-02-21;6.95;1.00026667
2013-02-22;6.96;1.00026704
2013-02-25;7.0;1.00026852
2013-02-26;6.98;1.00026778
2013-02-27;6.98;1.00026778
2013-02-28;6.98;1.00026778
2013-03-01;6.98;1.00026778
2013-03-04;6.99;1.00026815
2013-03-05;6.99;1.00026815
2013-03-06;6.99;1.00026815
2013-03-07;6.99;1.00026815
2013-03-08;6.99;1.00026815
2013-03-11;6.99;1.00026815
2013-03-12;6.99;1.00026815
2013-03-13;6.99;1.00026815
2013-03-14;6.99;1.00026815
2013-03-15;6.99;1.00026815
2013-03-18;6.99;1.00026815
2013-03-19;6.99;1.00026815
2013-03-20;6.99;1.00026815
2013-03-21;6.99;1.00026815
2013-03-22;6.99;1.00026815
2013-03-25;6.99;1.00026815
2013-03-26;6.99;1.00026815
2013-03-27;6.99;1.00026815
2013-03-28;7.01;1.00026889
2013-04-01;7.02;1.00026926
2013-04-02;7.02;1.00026926
2013-04-03;7.01;1.00026889
2013-04-04;7.01;1.00026889
2013-04-05;7.01;1.00026889
2013-04-08;7.01;1.00026889
2013-04-09;7.01;1.00026889
2013-04-10;7.01;1.00026889
2013-04-11;7.01;1.00026889
2013-04-12;7.01;1.00026889
2013-04-15;7.01;1.00026889
2013-04-16;7.0;1.00026852
2013-04-17;7.0;1.00026852
2013-04-18;7.24;1.00027742
2013-04-19;7.24;1.00027742
2013-04-22;7.24;1.00027742
2013-04-23;7.24;1.00027742
2013-04-24;7.24;1.00027742
2013-04-25;7.24;1.00027742
2013-04-26;7.23;1.00027705
2013-04-29;7.23;1.00027705
2013-04-30;7.23;1.00027705
2013-05-02;7.23;1.00027705
2013-05-03;7.23;1.00027705
2013-05-06;7.24;1.00027742
2013-05-07;7.24;1.00027742
2013-05-08;7.23;1.00027705
2013-05-09;7.24;1.00027742
2013-05-10;7.23;1.00027705
2013-05-13;7.22;1.00027668
2013-05-14;7.22;1.00027668
2013-05-15;7.22;1.00027668
2013-05-16;7.22;1.00027668
2013-05-17;7.22;1.00027668
2013-05-20;7.22;1.00027668
2013-05-21;7.22;1.00027668
2013-05-22;7.22;1.00027668
2013-05-23;7.22;1.00027668
2013-05-24;7.22;1.00027668
2013-05-27;7.22;1.00027668
2013-05-28;7.22;1.00027668
2013-05-29;7.22;1.00027668
2013-05-31;7.72;1.00029514
2013-06-03;7.72;1.00029514
2013-06-04;7.72;1.00029514
2013-06-05;7.72;1.00029514
2013-06-06;7.72;1.00029514
2013-06-07;7.72;1.00029514
2013-06-10;7.72;1.00029514
2013-06-11;7.72;1.00029514
2013-06-12;7.72;1.00029514
2013-06-13;7.72;1.00029514
2013-06-14;7.72;1.00029514
2013-06-17;7.72;1.00029514
2013-06-18;7.72;1.00029514
2013-06-19;7.72;1.00029514
2013-06-20;7.72;1.00029514
2013-06-21;7.72;1.00029514
2013-06-24;7.72;1.00029514
2013-06-25;7.72;1.00029514
2013-06-26;7.72;1.00029514
2013-06-27;7.72;1.00029514
2013-06-28;7.72;1.00029514
2013-07-01;7.72;1.00029514
2013-07-02;7.72;1.00029514
2013-07-03;7.72;1.00029514
2013-07-04;7.72;1.00029514
2013-07-05;7.72;1.00029514
2013-07-08;7.72;1.00029514
2013-07-09;7.72;1.00029514
2013-07-10;7.72;1.00029514
2013-07-11;8.22;1.00031353
2013-07-12;8.22;1.00031353
2013-07-15;8.22;1.00031353
2013-07-16;8.22;1.00031353
2013-07-17;8.22;1.00031353
2013-07-18;8.22;1.00031353
2013-07-19;8.22;1.00031353
2013-07-22;8.22;1.00031353
2013-07-23;8.22;1.00031353
2013-07-24;8.22;1.00031353
2013-07-25;8.22;1.00031353
2013-07-26;8.22;1.00031353
2013-07-29;8.22;1.00031353
2013-07-30;8.22;1.00031353
2013-07-31;8.22;1.00031353
2013-08-01;8.23;1.00031389
2013-08-02;8.23;1.00031389
2013-08-05;8.22;1.00031353
2013-08-06;8.22;1.00031353
2013-08-07;8.22;1.00031353
2013-08-08;8.22;1.00031353
2013-08-09;8.22;1.00031353
2013-08-12;8.22;1.00031353
2013-08-13;8.22;1.00031353
2013-08-14;8.22;1.00031353
2013-08-15;8.22;1.00031353
2013-08-16;8.22;1.00031353
2013-08-19;8.22;1.00031353
2013-08-20;8.22;1.00031353
2013-08-21;8.22;1.00031353
2013-08-22;8.22;1.00031353
2013-08-23;8.22;1.00031353
2013-08-26;8.22;1.00031353
2013-08-27;8.22;1.00031353
2013-08-28;8.22;1.00031353
2013-08-29;8.72;1.00033182
2013-08-30;8.72;1.00033182
2013-09-02;8.72;1.00033182
2013-09-03;8.72;1.00033182
2013-09-04;8.72;1.00033182
2013-09-05;8.72;1.00033182
2013-09-06;8.72;1.00033182
2013-09-09;8.72;1.00033182
2013-09-10;8.72;1.00033182
2013-09-11;8.72;1.00033182
2013-09-12;8.72;1.00033182
2013-09-13;8.72;1.00033182
2013-09-16;8.72;1.00033182
2013-09-17;8.72;1.00033182
2013-09-18;8.72;1.00033182
2013-09-19;8.71;1.00033146
2013-09-20;8.7;1.00033109
2013-09-23;8.7;1.00033109
2013-09-24;8.7;1.00033109
2013-09-25;8.81;1.00033511
2013-09-26;8.72;1.00033182
2013-09-27;8.71;1.00033146
2013-09-30;8.71;1.00033146
2013-10-01;8.71;1.00033146
2013-10-02;8.7;1.00033109
2013-10-03;8.7;1.00033109
2013-10-04;8.83;1.00033584
2013-10-07;8.81;1.00033511
2013-10-08;8.81;1.00033511
2013-10-09;8.85;1.00033657
2013-10-10;9.36;1.00035512
2013-10-11;9.32;1.00035367
2013-10-14;9.35;1.00035476
2013-10-15;9.35;1.00035476
2013-10-16;9.35;1.00035476
2013-10-17;9.35;1.00035476
2013-10-18;9.32;1.00035367
2013-10-21;9.35;1.00035476
2013-10-22;9.35;1.00035476
2013-10-23;9.32;1.00035367
2013-10-24;9.32;1.00035367
2013-10-25;9.32;1.00035367
2013-10-28;9.32;1.00035367
2013-10-29;9.32;1.00035367
2013-10-30;9.32;1.00035367
2013-10-31;9.32;1.00035367
2013-11-01;9.32;1.00035367
2013-11-04;9.28;1.00035222
2013-11-05;9.28;1.00035222
2013-11-06;9.28;1.00035222
2013-11-07;9.28;1.00035222
2013-11-08;9.28;1.00035222
2013-11-11;9.28;1.00035222
2013-11-12;9.28;1.00035222
2013-11-13;9.28;1.00035222
2013-11-14;9.28;1.00035222
2013-11-18;9.28;1.00035222
2013-11-19;9.28;1.00035222
2013-11-20;9.28;1.00035222
2013-11-21;9.28;1.00035222
2013-11-22;9.28;1.00035222
2013-11-25;9.28;1.00035222
2013-11-26;9.28;1.00035222
2013-11-27;9.28;1.00035222
2013-11-28;9.77;1.00036998
2013-11-29;9.77;1.00036998
2013-12-02;9.77;1.00036998
2013-12-03;9.77;1.00036998
2013-12-04;9.77;1.00036998
2013-12-05;9.77;1.00036998
2013-12-06;9.76;1.00036962
2013-12-09;9.85;1.00037287
2013-12-10;9.77;1.00036998
2013-12-11;9.77;1.00036998
2013-12-12;9.77;1.00036998
2013-12-13;9.77;1.00036998
2013-12-16;9.85;1.00037287
2013-12-17;9.77;1.00036998
2013-12-18;9.77;1.00036998
2013-12-19;9.77;1.00036998
2013-12-20;9.77;1.00036998
2013-12-23;9.77;1.00036998
2013-12-24;9.77;1.00036998
2013-12-26;9.77;1.00036998
2013-12-27;9.77;1.00036998
2013-12-30;9.77;1.00036998
2013-12-31;9.77;1.00036998
2014-01-02;9.77;1.00036998
2014-01-03;9.77;1.00036998
2014-01-06;9.77;1.00036998
2014-01-07;9.77;1.00036998
2014-01-08;9.77;1.00036998
2014-01-09;9.77;1.00036998
2014-01-10;9.77;1.00036998
2014-01-13;9.77;1.00036998
2014-01-14;9.77;1.00036998
2014-01-15;9.77;1.00036998
2014-01-16;10.27;1.00038802
2014-01-17;10.34;1.00039054
2014-01-20;10.35;1.0003909
2014-01-21;10.35;1.0003909
2014-01-22;10.27;1.00038802
2014-01-23;10.27;1.00038802
2014-01-24;10.27;1.00038802
2014-01-27;10.27;1.00038802
2014-01-28;10.27;1.00038802
2014-01-29;10.27;1.00038802
2014-01-30;10.27;1.00038802
2014-01-31;10.27;1.00038802
2014-02-03;10.27;1.00038802
2014-02-04;10.29;1.00038874
2014-02-05;10.29;1.00038874
2014-02-06;10.29;1.00038874
2014-02-07;10.29;1.00038874
2014-02-10;10.29;1.00038874
2014-02-11;10.29;1.00038874
2014-02-12;10.29;1.00038874
2014-02-13;10.29;1.00038874
2014-02-14;10.29;1.00038874
2014-02-17;10.29;1.00038874
2014-02-18;10.29;1.00038874
2014-02-19;10.29;1.00038874
2014-02-20;10.29;1.00038874
2014-02-21;10.29;1.00038874
2014-02-24;10.29;1.00038874
2014-02-25;10.29;1.00038874
2014-02-26;10.35;1.0003909
2014-02-27;10.59;1.00039952
2014-02-28;10.59;1.00039952
2014-03-05;10.55;1.00039809
2014-03-06;10.55;1.00039809
2014-03-07;10.55;1.00039809
2014-03-10;10.55;1.00039809
2014-03-11;10.55;1.00039809
2014-03-12;10.55;1.00039809
2014-03-13;10.55;1.00039809
2014-03-14;10.55;1.00039809
2014-03-17;10.55;1.00039809
2014-03-18;10.55;1.00039809
2014-03-19;10.59;1.00039952
2014-03-20;10.59;1.00039952
2014-03-21;10.59;1.00039952
2014-03-24;10.59;1.00039952
2014-03-25;10.59;1.00039952
2014-03-26;10.59;1.00039952
2014-03-27;10.55;1.00039809
2014-03-28;10.55;1.00039809
2014-03-31;10.55;1.00039809
2014-04-01;10.55;1.00039809
2014-04-02;10.55;1.00039809
2014-04-03;10.8;1.00040705
2014-04-04;10.8;1.00040705
2014-04-07;10.8;1.00040705
2014-04-08;10.8;1.00040705
2014-04-09;10.8;1.00040705
2014-04-10;10.8;1.00040705
2014-04-11;10.8;1.00040705
2014-04-14;10.8;1.00040705
2014-04-15;10.8;1.00040705
2014-04-16;10.8;1.00040705
2014-04-17;10.8;1.00040705
2014-04-22;10.8;1.00040705
2014-04-23;10.8;1.00040705
2014-04-24;10.8;1.00040705
2014-04-25;10.8;1.00040705
2014-04-28;10.8;1.00040705
2014-04-29;10.8;1.00040705
2014-04-30;10.8;1.00040705
2014-05-02;10.8;1.00040705
2014-05-05;10.8;1.00040705
2014-05-06;10.8;1.00040705
2014-05-07;10.8;1.00040705
2014-05-08;10.8;1.00040705
2014-05-09;10.8;1.00040705
2014-05-12;10.8;1.00040705
2014-05-13;10.8;1.00040705
2014-05-14;10.8;1.00040705
2014-05-15;10.8;1.00040705
2014-05-16;10.8;1.00040705
2014-05-19;10.8;1.00040705
2014-05-20;10.8;1.00040705
2014-05-21;10.8;1.00040705
2014-05-22;10.8;1.00040705
2014-05-23;10.8;1.00040705
2014-05-26;10.8;1.00040705
2014-05-27;10.8;1.00040705
2014-05-28;10.8;1.00040705
2014-05-29;10.8;1.00040705
2014-05-30;10.8;1.00040705
2014-06-02;10.8;1.00040705
2014-06-03;10.8;1.00040705
2014-06-04;10.8;1.00040705
2014-06-05;10.8;1.00040705
2014-06-06;10.8;1.00040705
2014-06-09;10.84;1.00040849
2014-06-10;10.8;1.00040705
2014-06-11;10.8;1.00040705
2014-06-12;10.8;1.00040705
2014-06-13;10.8;1.00040705
2014-06-16;10.8;1.00040705
2014-06-17;10.8;1.00040705
2014-06-18;10.8;1.00040705
2014-06-20;10.8;1.00040705
2014-06-23;10.8;1.00040705
2014-06-24;10.8;1.00040705
2014-06-25;10.8;1.00040705
2014-06-26;10.8;1.00040705
2014-06-27;10.8;1.00040705
2014-06-30;10.8;1.00040705
2014-07-01;10.8;1.00040705
2014-07-02;10.8;1.00040705
2014-07-03;10.8;1.00040705
2014-07-04;10.8;1.00040705
2014-07-07;10.8;1.00040705
2014-07-08;10.8;1.00040705
2014-07-09;10.8;1.00040705
2014-07-10;10.8;1.00040705
2014-07-11;10.8;1.00040705
2014-07-14;10.8;1.00040705
2014-07-15;10.8;1.00040705
2014-07-16;10.8;1.00040705
2014-07-17;10.8;1.00040705
2014-07-18;10.8;1.00040705
2014-07-21;10.8;1.00040705
2014-07-22;10.8;1.00040705
2014-07-23;10.8;1.00040705
2014-07-24;10.8;1.00040705
2014-07-25;10.8;1.00040705
2014-07-28;10.8;1.00040705
2014-07-29;10.8;1.00040705
2014-07-30;10.8;1.00040705
2014-07-31;10.8;1.00040705
2014-08-01;10.8;1.00040705
2014-08-04;10.81;1.00040741
2014-08-05;10.81;1.00040741
2014-08-06;10.81;1.00040741
2014-08-07;10.81;1.00040741
2014-08-08;10.81;1.00040741
2014-08-11;10.81;1.00040741
2014-08-12;10.81;1.00040741
2014-08-13;10.81;1.00040741
2014-08-14;10.81;1.00040741
2014-08-15;10.82;1.00040777
2014-08-18;10.81;1.00040741
2014-08-19;10.81;1.00040741
2014-08-20;10.84;1.00040849
2014-08-21;10.82;1.00040777
2014-08-22;10.81;1.00040741
2014-08-25;10.84;1.00040849
2014-08-26;10.84;1.00040849
2014-08-27;10.81;1.00040741
2014-08-28;10.84;1.00040849
2014-08-29;10.81;1.00040741
2014-09-01;10.81;1.00040741
2014-09-02;10.81;1.00040741
2014-09-03;10.81;1.00040741
2014-09-04;10.81;1.00040741
2014-09-05;10.81;1.00040741
2014-09-08;10.81;1.00040741
2014-09-09;10.81;1.00040741
2014-09-10;10.84;1.00040849
2014-09-11;10.81;1.00040741
2014-09-12;10.81;1.00040741
2014-09-15;10.81;1.00040741
2014-09-16;10.81;1.00040741
2014-09-17;10.81;1.00040741
2014-09-18;10.81;1.00040741
2014-09-19;10.81;1.00040741
2014-09-22;10.81;1.00040741
2014-09-23;10.84;1.00040849
2014-09-24;10.84;1.00040849
2014-09-25;10.84;1.00040849
2014-09-26;10.81;1.00040741
2014-09-29;10.81;1.00040741
2014-09-30;10.81;1.00040741
2014-10-01;10.81;1.00040741
2014-10-02;10.81;1.00040741
2014-10-03;10.81;1.00040741
2014-10-06;10.81;1.00040741
2014-10-07;10.84;1.00040849
2014-10-08;10.84;1.00040849
2014-10-09;10.84;1.00040849
2014-10-10;10.84;1.00040849
2014-10-13;10.81;1.00040741
2014-10-14;10.84;1.00040849
2014-10-15;10.81;1.00040741
2014-10-16;10.84;1.00040849
2014-10-17;10.84;1.00040849
2014-10-20;10.84;1.00040849
2014-10-21;10.84;1.00040849
2014-10-22;10.84;1.00040849
2014-10-23;10.84;1.00040849
2014-10-24;10.84;1.00040849
2014-10-27;10.84;1.00040849
2014-10-28;10.84;1.00040849
2014-10-29;10.84;1.00040849
2014-10-30;11.09;1.00041743
2014-10-31;11.06;1.00041636
2014-11-03;11.06;1.00041636
2014-11-04;11.06;1.00041636
2014-11-05;11.09;1.00041743
2014-11-06;11.09;1.00041743
2014-11-07;11.09;1.00041743
2014-11-10;11.09;1.00041743
2014-11-11;11.09;1.00041743
2014-11-12;11.09;1.00041743
2014-11-13;11.09;1.00041743
2014-11-14;11.09;1.00041743
2014-11-17;11.09;1.00041743
2014-11-18;11.09;1.00041743
2014-11-19;11.09;1.00041743
2014-11-20;11.09;1.00041743
2014-11-21;11.09;1.00041743
2014-11-24;11.09;1.00041743
2014-11-25;11.09;1.00041743
2014-11-26;11.09;1.00041743
2014-11-27;11.09;1.00041743
2014-11-28;11.06;1.00041636
2014-12-01;11.06;1.00041636
2014-12-02;11.06;1.00041636
2014-12-03;11.09;1.00041743
2014-12-04;11.59;1.00043526
2014-12-05;11.59;1.00043526
2014-12-08;11.59;1.00043526
2014-12-09;11.57;1.00043455
2014-12-10;11.57;1.00043455
2014-12-11;11.59;1.00043526
2014-12-12;11.59;1.00043526
2014-12-15;11.59;1.00043526
2014-12-16;11.59;1.00043526
2014-12-17;11.59;1.00043526
2014-12-18;11.59;1.00043526
2014-12-19;11.59;1.00043526
2014-12-22;11.59;1.00043526
2014-12-23;11.57;1.00043455
2014-12-24;11.57;1.00043455
2014-12-26;11.57;1.00043455
2014-12-29;11.59;1.00043526
2014-12-30;11.57;1.00043455
2014-12-31;11.57;1.00043455
2015-01-02;11.57;1.00043455
2015-01-05;11.57;1.00043455
2015-01-06;11.57;1.00043455
2015-01-07;11.57;1.00043455
2015-01-08;11.57;1.00043455
2015-01-09;11.57;1.00043455
2015-01-12;11.57;1.00043455
2015-01-13;11.57;1.00043455
2015-01-14;11.57;1.00043455
2015-01-15;11.57;1.00043455
2015-01-16;11.57;1.00043455
2015-01-19;11.57;1.00043455
2015-01-20;11.57;1.00043455
2015-01-21;11.57;1.00043455
2015-01-22;12.09;1.00045301
2015-01-23;12.08;1.00045265
2015-01-26;12.08;1.00045265
2015-01-27;12.08;1.00045265
2015-01-28;12.08;1.00045265
2015-01-29;12.08;1.00045265
2015-01-30;12.08;1.00045265
2015-02-02;12.08;1.00045265
2015-02-03;12.09;1.00045301
2015-02-04;12.09;1.00045301
2015-02-05;12.09;1.00045301
2015-02-06;12.09;1.00045301
2015-02-09;12.09;1.00045301
2015-02-10;12.09;1.00045301
2015-02-11;12.09;1.00045301
2015-02-12;12.09;1.00045301
2015-02-13;12.09;1.00045301
2015-02-18;12.09;1.00045301
2015-02-19;12.09;1.00045301
2015-02-20;12.09;1.00045301
2015-02-23;12.09;1.00045301
2015-02-24;12.09;1.00045301
2015-02-25;12.09;1.00045301
2015-02-26;12.09;1.00045301
2015-02-27;12.09;1.00045301
2015-03-02;12.09;1.00045301
2015-03-03;12.09;1.00045301
2015-03-04;12.09;1.00045301
2015-03-05;12.6;1.00047103
2015-03-06;12.6;1.00047103
2015-03-09;12.6;1.00047103
2015-03-10;12.6;1.00047103
2015-03-11;12.6;1.00047103
2015-03-12;12.6;1.00047103
2015-03-13;12.6;1.00047103
2015-03-16;12.6;1.00047103
2015-03-17;12.6;1.00047103
2015-03-18;12.6;1.00047103
2015-03-19;12.6;1.00047103
2015-03-20;12.6;1.00047103
2015-03-23;12.61;1.00047138
2015-03-24;12.61;1.00047138
2015-03-25;12.61;1.00047138
2015-03-26;12.61;1.00047138
2015-03-27;12.61;1.00047138
2015-03-30;12.6;1.00047103
2015-03-31;12.6;1.00047103
2015-04-01;12.6;1.00047103
2015-04-02;12.6;1.00047103
2015-04-06;12.6;1.00047103
2015-04-07;12.6;1.00047103
2015-04-08;12.6;1.00047103
2015-04-09;12.6;1.00047103
2015-04-10;12.6;1.00047103
2015-04-13;12.6;1.00047103
2015-04-14;12.6;1.00047103
2015-04-15;12.6;1.00047103
2015-04-16;12.6;1.00047103
2015-04-17;12.6;1.00047103
2015-04-20;12.6;1.00047103
2015-04-22;12.6;1.00047103
2015-04-23;12.6;1.00047103
2015-04-24;12.6;1.00047103
2015-04-27;12.61;1.00047138
2015-04-28;12.62;1.00047173
2015-04-29;12.62;1.00047173
2015-04-30;13.11;1.00048897
2015-05-04;13.11;1.00048897
2015-05-05;13.13;1.00048967
2015-05-06;13.13;1.00048967
2015-05-07;13.13;1.00048967
2015-05-08;13.13;1.00048967
2015-05-11;13.13;1.00048967
2015-05-12;13.13;1.00048967
2015-05-13;13.13;1.00048967
2015-05-14;13.13;1.00048967
2015-05-15;13.13;1.00048967
2015-05-18;13.13;1.00048967
2015-05-19;13.13;1.00048967
2015-05-20;13.13;1.00048967
2015-05-21;13.13;1.00048967
2015-05-22;13.13;1.00048967
2015-05-25;13.13;1.00048967
2015-05-26;13.13;1.00048967
2015-05-27;13.13;1.00048967
2015-05-28;13.13;1.00048967
2015-05-29;13.13;1.00048967
2015-06-01;13.13;1.00048967
2015-06-02;13.13;1.00048967
2015-06-03;13.13;1.00048967
2015-06-05;13.64;1.00050753
2015-06-08;13.64;1.00050753
2015-06-09;13.64;1.00050753
2015-06-10;13.64;1.00050753
2015-06-11;13.64;1.00050753
2015-06-12;13.64;1.00050753
2015-06-15;13.64;1.00050753
2015-06-16;13.64;1.00050753
2015-06-17;13.64;1.00050753
2015-06-18;13.64;1.00050753
2015-06-19;13.64;1.00050753
2015-06-22;13.64;1.00050753
2015-06-23;13.64;1.00050753
2015-06-24;13.64;1.00050753
2015-06-25;13.64;1.00050753
2015-06-26;13.64;1.00050753
2015-06-29;13.64;1.00050753
2015-06-30;13.64;1.00050753
2015-07-01;13.64;1.00050753
2015-07-02;13.64;1.00050753
2015-07-03;13.64;1.00050753
2015-07-06;13.64;1.00050753
2015-07-07;13.64;1.00050753
2015-07-08;13.64;1.00050753
2015-07-09;13.64;1.00050753
2015-07-10;13.64;1.00050753
2015-07-13;13.64;1.00050753
2015-07-14;13.64;1.00050753
2015-07-15;13.64;1.00050753
2015-07-16;13.64;1.00050753
2015-07-17;13.64;1.00050753
2015-07-20;13.64;1.00050753
2015-07-21;13.64;1.00050753
2015-07-22;13.64;1.00050753
2015-07-23;13.64;1.00050753
2015-07-24;13.64;1.00050753
2015-07-27;13.64;1.00050753
2015-07-28;13.64;1.00050753
2015-07-29;13.64;1.00050753
2015-07-30;14.13;1.00052461
2015-07-31;14.13;1.00052461
2015-08-03;14.13;1.00052461
2015-08-04;14.13;1.00052461
2015-08-05;14.13;1.00052461
2015-08-06;14.13;1.00052461
2015-08-07;14.13;1.00052461
2015-08-10;14.13;1.00052461
2015-08-11;14.13;1.00052461
2015-08-12;14.13;1.00052461
2015-08-13;14.13;1.00052461
2015-08-14;14.13;1.00052461
2015-08-17;14.13;1.00052461
2015-08-18;14.13;1.00052461
2015-08-19;14.13;1.00052461
2015-08-20;14.13;1.00052461
2015-08-21;14.13;1.00052461
2015-08-24;14.13;1.00052461
2015-08-25;14.13;1.00052461
2015-08-26;14.13;1.00052461
2015-08-27;14.13;1.00052461
2015-08-28;14.13;1.00052461
2015-08-31;14.13;1.00052461
2015-09-01;14.13;1.00052461
2015-09-02;14.13;1.00052461
2015-09-03;14.13;1.00052461
2015-09-04;14.13;1.00052461
2015-09-08;14.13;1.00052461
2015-09-09;14.13;1.00052461
2015-09-10;14.13;1.00052461
2015-09-11;14.13;1.00052461
2015-09-14;14.13;1.00052461
2015-09-15;14.13;1.00052461
2015-09-16;14.13;1.00052461
2015-09-17;14.13;1.00052461
2015-09-18;14.13;1.00052461
2015-09-21;14.13;1.00052461
2015-09-22;14.13;1.00052461
2015-09-23;14.13;1.00052461
2015-09-24;14.13;1.00052461
2015-09-25;14.13;1.00052461
2015-09-28;14.13;1.00052461
2015-09-29;14.13;1.00052461
2015-09-30;14.13;1.00052461
2015-10-01;14.13;1.00052461
2015-10-02;14.13;1.00052461
2015-10-05;14.13;1.00052461
2015-10-06;14.13;1.00052461
2015-10-07;14.13;1.00052461
2015-10-08;14.13;1.00052461
2015-10-09;14.13;1.00052461
2015-10-13;14.13;1.00052461
2015-10-14;14.13;1.00052461
2015-10-15;14.13;1.00052461
2015-10-16;14.13;1.00052461
2015-10-19;14.13;1.00052461
2015-10-20;14.13;1.00052461
2015-10-21;14.13;1.00052461
2015-10-22;14.14;1.00052496
2015-10-23;14.14;1.00052496
2015-10-26;14.14;1.00052496
2015-10-27;14.14;1.00052496
2015-10-28;14.14;1.00052496
2015-10-29;14.14;1.00052496
2015-10-30;14.14;1.00052496
2015-11-03;14.14;1.00052496
2015-11-04;14.14;1.00052496
2015-11-05;14.14;1.00052496
2015-11-06;14.14;1.00052496
2015-11-09;14.14;1.00052496
2015-11-10;14.14;1.00052496
2015-11-11;14.14;1.00052496
2015-11-12;14.14;1.00052496
2015-11-13;14.14;1.00052496
2015-11-16;14.14;1.00052496
2015-11-17;14.14;1.00052496
2015-11-18;14.14;1.00052496
2015-11-19;14.14;1.00052496
2015-11-20;14.14;1.00052496
2015-11-23;14.14;1.00052496
2015-11-24;14.14;1.00052496
2015-11-25;14.14;1.00052496
2015-11-26;14.14;1.00052496
2015-11-27;14.14;1.00052496
2015-11-30;14.14;1.00052496
2015-12-01;14.14;1.00052496
2015-12-02;14.14;1.00052496
2015-12-03;14.14;1.00052496
2015-12-04;14.14;1.00052496
2015-12-07;14.14;1.00052496
2015-12-08;14.14;1.00052496
2015-12-09;14.14;1.00052496
2015-12-10;14.14;1.00052496
2015-12-11;14.14;1.00052496
2015-12-14;14.14;1.00052496
2015-12-15;14.14;1.00052496
2015-12-16;14.14;1.00052496
