Data;Media;Fator Diario
2009-06-05;10.1;1.00038189
2009-06-08;10.01;1.00037865
2009-06-09;9.9;1.00037468
2009-06-10;9.94;1.00037612
2009-06-12;9.11;1.00034604
2009-06-15;9.01;1.0003424
2009-06-16;8.99;1.00034167
2009-06-17;8.99;1.00034167
2009-06-18;9.0;1.00034203
2009-06-19;9.01;1.0003424
2009-06-22;8.98;1.00034131
2009-06-23;8.98;1.00034131
2009-06-24;8.97;1.00034094
2009-06-25;8.99;1.00034167
2009-06-26;9.12;1.0003464
2009-06-29;9.11;1.00034604
2009-06-30;8.96;1.00034058
2009-07-01;9.08;1.00034495
2009-07-02;9.1;1.00034567
2009-07-03;9.11;1.00034604
2009-07-06;9.12;1.0003464
2009-07-07;9.12;1.0003464
2009-07-08;9.02;1.00034276
2009-07-09;9.01;1.0003424
2009-07-10;9.13;1.00034677
2009-07-13;9.12;1.0003464
2009-07-14;9.0;1.00034203
2009-07-15;8.96;1.00034058
2009-07-16;9.13;1.00034677
2009-07-17;9.13;1.00034677
2009-07-20;9.13;1.00034677
2009-07-21;9.12;1.0003464
2009-07-22;9.0;1.00034203
2009-07-23;8.62;1.00032817
2009-07-24;8.62;1.00032817
2009-07-27;8.62;1.00032817
2009-07-28;8.51;1.00032415
2009-07-29;8.62;1.00032817
2009-07-30;8.61;1.0003278
2009-07-31;8.61;1.0003278
2009-08-03;8.63;1.00032854
2009-08-04;8.61;1.0003278
2009-08-05;8.61;1.0003278
2009-08-06;8.62;1.00032817
2009-08-07;8.62;1.00032817
2009-08-10;8.62;1.00032817
2009-08-11;8.62;1.00032817
2009-08-12;8.62;1.00032817
2009-08-13;8.62;1.00032817
2009-08-14;8.62;1.00032817
2009-08-17;8.62;1.00032817
2009-08-18;8.62;1.00032817
2009-08-19;8.63;1.00032854
2009-08-20;8.63;1.00032854
2009-08-21;8.62;1.00032817
2009-08-24;8.62;1.00032817
2009-08-25;8.62;1.00032817
2009-08-26;8.62;1.00032817
2009-08-27;8.62;1.00032817
2009-08-28;8.62;1.00032817
2009-08-31;8.62;1.00032817
2009-09-01;8.62;1.00032817
2009-09-02;8.62;1.00032817
2009-09-03;8.62;1.00032817
2009-09-04;8.62;1.00032817
2009-09-08;8.62;1.00032817
2009-09-09;8.63;1.00032854
2009-09-10;8.63;1.00032854
2009-09-11;8.63;1.00032854
2009-09-14;8.63;1.00032854
2009-09-15;8.62;1.00032817
2009-09-16;8.63;1.00032854
2009-09-17;8.62;1.00032817
2009-09-18;8.63;1.00032854
2009-09-21;8.62;1.00032817
2009-09-22;8.63;1.00032854
2009-09-23;8.63;1.00032854
2009-09-24;8.62;1.00032817
2009-09-25;8.62;1.00032817
2009-09-28;8.62;1.00032817
2009-09-29;8.59;1.00032707
2009-09-30;8.6;1.00032744
2009-10-01;8.62;1.00032817
2009-10-02;8.62;1.00032817
2009-10-05;8.62;1.00032817
2009-10-06;8.62;1.00032817
2009-10-07;8.62;1.00032817
2009-10-08;8.61;1.0003278
2009-10-09;8.61;1.0003278
2009-10-13;8.61;1.0003278
2009-10-14;8.61;1.0003278
2009-10-15;8.61;1.0003278
2009-10-16;8.62;1.00032817
2009-10-19;8.62;1.00032817
2009-10-20;8.62;1.00032817
2009-10-21;8.62;1.00032817
2009-10-22;8.62;1.00032817
2009-10-23;8.62;1.00032817
2009-10-26;8.62;1.00032817
2009-10-27;8.62;1.00032817
2009-10-28;8.61;1.0003278
2009-10-29;8.62;1.00032817
2009-10-30;8.62;1.00032817
2009-11-03;8.63;1.00032854
2009-11-04;8.63;1.00032854
2009-11-05;8.63;1.00032854
2009-11-06;8.63;1.00032854
2009-11-09;8.63;1.00032854
2009-11-10;8.63;1.00032854
2009-11-11;8.64;1.0003289
2009-11-12;8.63;1.00032854
2009-11-13;8.63;1.00032854
2009-11-16;8.63;1.00032854
2009-11-17;8.62;1.00032817
2009-11-18;8.62;1.00032817
2009-11-19;8.62;1.00032817
2009-11-20;8.63;1.00032854
2009-11-23;8.61;1.0003278
2009-11-24;8.64;1.0003289
2009-11-25;8.65;1.00032927
2009-11-26;8.65;1.00032927
2009-11-27;8.6;1.00032744
2009-11-30;8.62;1.00032817
2009-12-01;8.6;1.00032744
2009-12-02;8.63;1.00032854
2009-12-03;8.63;1.00032854
2009-12-04;8.62;1.00032817
2009-12-07;8.56;1.00032598
2009-12-08;8.61;1.0003278
2009-12-09;8.63;1.00032854
2009-12-10;8.62;1.00032817
2009-12-11;8.62;1.00032817
2009-12-14;8.62;1.00032817
2009-12-15;8.63;1.00032854
2009-12-16;8.63;1.00032854
2009-12-17;8.63;1.00032854
2009-12-18;8.63;1.00032854
2009-12-21;8.64;1.0003289
2009-12-22;8.62;1.00032817
2009-12-23;8.61;1.0003278
2009-12-24;8.61;1.0003278
2009-12-28;8.62;1.00032817
2009-12-29;8.62;1.00032817
2009-12-30;8.55;1.00032561
2009-12-31;8.55;1.00032561
2010-01-04;8.61;1.0003278
2010-01-05;8.61;1.0003278
2010-01-06;8.61;1.0003278
2010-01-07;8.62;1.00032817
2010-01-08;8.62;1.00032817
2010-01-11;8.62;1.00032817
2010-01-12;8.62;1.00032817
2010-01-13;8.62;1.00032817
2010-01-14;8.62;1.00032817
2010-01-15;8.61;1.0003278
2010-01-18;8.61;1.0003278
2010-01-19;8.61;1.0003278
2010-01-20;8.62;1.00032817
2010-01-21;8.62;1.00032817
2010-01-22;8.62;1.00032817
2010-01-25;8.62;1.00032817
2010-01-26;8.62;1.00032817
2010-01-27;8.62;1.00032817
2010-01-28;8.62;1.00032817
2010-01-29;8.63;1.00032854
2010-02-01;8.63;1.00032854
2010-02-02;8.62;1.00032817
2010-02-03;8.61;1.0003278
2010-02-04;8.62;1.00032817
2010-02-05;8.62;1.00032817
2010-02-08;8.62;1.00032817
2010-02-09;8.62;1.00032817
2010-02-10;8.62;1.00032817
2010-02-11;8.62;1.00032817
2010-02-12;8.62;1.00032817
2010-02-17;8.62;1.00032817
2010-02-18;8.63;1.00032854
2010-02-19;8.63;1.00032854
2010-02-22;8.63;1.00032854
2010-02-23;8.63;1.00032854
2010-02-24;8.62;1.00032817
2010-02-25;8.62;1.00032817
2010-02-26;8.62;1.00032817
2010-03-01;8.61;1.0003278
2010-03-02;8.62;1.00032817
2010-03-03;8.62;1.00032817
2010-03-04;8.61;1.0003278
2010-03-05;8.61;1.0003278
2010-03-08;8.63;1.00032854
2010-03-09;8.63;1.00032854
2010-03-10;8.63;1.00032854
2010-03-11;8.62;1.00032817
2010-03-12;8.61;1.0003278
2010-03-15;8.62;1.00032817
2010-03-16;8.61;1.0003278
2010-03-17;8.62;1.00032817
2010-03-18;8.61;1.0003278
2010-03-19;8.62;1.00032817
2010-03-22;8.62;1.00032817
2010-03-23;8.62;1.00032817
2010-03-24;8.62;1.00032817
2010-03-25;8.61;1.0003278
2010-03-26;8.6;1.00032744
2010-03-29;8.56;1.00032598
2010-03-30;8.59;1.00032707
2010-03-31;8.61;1.0003278
2010-04-01;8.58;1.00032671
2010-04-05;8.61;1.0003278
2010-04-06;8.62;1.00032817
2010-04-07;8.63;1.00032854
2010-04-08;8.62;1.00032817
2010-04-09;8.62;1.00032817
2010-04-12;8.63;1.00032854
2010-04-13;8.62;1.00032817
2010-04-14;8.61;1.0003278
2010-04-15;8.62;1.00032817
2010-04-16;8.63;1.00032854
2010-04-19;8.63;1.00032854
2010-04-20;8.63;1.00032854
2010-04-22;8.62;1.00032817
2010-04-23;8.62;1.00032817
2010-04-26;8.62;1.00032817
2010-04-27;8.63;1.00032854
2010-04-28;8.62;1.00032817
2010-04-29;9.38;1.00035585
2010-04-30;9.38;1.00035585
2010-05-03;9.41;1.00035694
2010-05-04;9.41;1.00035694
2010-05-05;9.41;1.00035694
2010-05-06;9.39;1.00035621
2010-05-07;9.39;1.00035621
2010-05-10;9.38;1.00035585
2010-05-11;9.37;1.00035549
2010-05-12;9.38;1.00035585
2010-05-13;9.38;1.00035585
2010-05-14;9.38;1.00035585
2010-05-17;9.38;1.00035585
2010-05-18;9.37;1.00035549
2010-05-19;9.37;1.00035549
2010-05-20;9.37;1.00035549
2010-05-21;9.37;1.00035549
2010-05-24;9.38;1.00035585
2010-05-25;9.38;1.00035585
2010-05-26;9.38;1.00035585
2010-05-27;9.37;1.00035549
2010-05-28;9.38;1.00035585
2010-05-31;9.37;1.00035549
2010-06-01;9.4;1.00035657
2010-06-02;9.4;1.00035657
2010-06-04;9.39;1.00035621
2010-06-07;9.4;1.00035657
2010-06-08;9.39;1.00035621
2010-06-09;9.38;1.00035585
2010-06-10;10.12;1.00038261
2010-06-11;10.08;1.00038117
2010-06-14;10.11;1.00038225
2010-06-15;10.13;1.00038298
2010-06-16;10.12;1.00038261
2010-06-17;10.12;1.00038261
2010-06-18;10.13;1.00038298
2010-06-21;10.13;1.00038298
2010-06-22;10.13;1.00038298
2010-06-23;10.13;1.00038298
2010-06-24;10.13;1.00038298
2010-06-25;10.13;1.00038298
2010-06-28;10.13;1.00038298
2010-06-29;10.13;1.00038298
2010-06-30;10.12;1.00038261
2010-07-01;10.14;1.00038334
2010-07-02;10.14;1.00038334
2010-07-05;10.14;1.00038334
2010-07-06;10.14;1.00038334
2010-07-07;10.14;1.00038334
2010-07-08;10.14;1.00038334
2010-07-09;10.14;1.00038334
2010-07-12;10.14;1.00038334
2010-07-13;10.14;1.00038334
2010-07-14;10.13;1.00038298
2010-07-15;10.14;1.00038334
2010-07-16;10.14;1.00038334
2010-07-19;10.13;1.00038298
2010-07-20;10.14;1.00038334
2010-07-21;10.14;1.00038334
2010-07-22;10.64;1.00040132
2010-07-23;10.64;1.00040132
2010-07-26;10.64;1.00040132
2010-07-27;10.63;1.00040096
2010-07-28;10.63;1.00040096
2010-07-29;10.63;1.00040096
2010-07-30;10.63;1.00040096
2010-08-02;10.65;1.00040168
2010-08-03;10.64;1.00040132
2010-08-04;10.64;1.00040132
2010-08-05;10.64;1.00040132
2010-08-06;10.64;1.00040132
2010-08-09;10.64;1.00040132
2010-08-10;10.64;1.00040132
2010-08-11;10.64;1.00040132
2010-08-12;10.64;1.00040132
2010-08-13;10.64;1.00040132
2010-08-16;10.64;1.00040132
2010-08-17;10.64;1.00040132
2010-08-18;10.63;1.00040096
2010-08-19;10.63;1.00040096
2010-08-20;10.63;1.00040096
2010-08-23;10.63;1.00040096
2010-08-24;10.63;1.00040096
2010-08-25;10.64;1.00040132
2010-08-26;10.63;1.00040096
2010-08-27;10.64;1.00040132
2010-08-30;10.61;1.00040024
2010-08-31;10.63;1.00040096
2010-09-01;10.63;1.00040096
2010-09-02;10.63;1.00040096
2010-09-03;10.62;1.0004006
2010-09-06;10.61;1.00040024
2010-09-08;10.62;1.0004006
2010-09-09;10.64;1.00040132
2010-09-10;10.63;1.00040096
2010-09-13;10.62;1.0004006
2010-09-14;10.62;1.0004006
2010-09-15;10.58;1.00039916
2010-09-16;10.6;1.00039988
2010-09-17;10.62;1.0004006
2010-09-20;10.62;1.0004006
2010-09-21;10.62;1.0004006
2010-09-22;10.62;1.0004006
2010-09-23;10.63;1.00040096
2010-09-24;10.63;1.00040096
2010-09-27;10.63;1.00040096
2010-09-28;10.62;1.0004006
2010-09-29;10.6;1.00039988
2010-09-30;10.61;1.00040024
2010-10-01;10.64;1.00040132
2010-10-04;10.64;1.00040132
2010-10-05;10.64;1.00040132
2010-10-06;10.64;1.00040132
2010-10-07;10.64;1.00040132
2010-10-08;10.64;1.00040132
2010-10-11;10.64;1.00040132
2010-10-13;10.64;1.00040132
2010-10-14;10.63;1.00040096
2010-10-15;10.64;1.00040132
2010-10-18;10.64;1.00040132
2010-10-19;10.64;1.00040132
2010-10-20;10.64;1.00040132
2010-10-21;10.64;1.00040132
2010-10-22;10.64;1.00040132
2010-10-25;10.64;1.00040132
2010-10-26;10.64;1.00040132
2010-10-27;10.64;1.00040132
2010-10-28;10.64;1.00040132
2010-10-29;10.64;1.00040132
2010-11-01;10.64;1.00040132
2010-11-03;10.64;1.00040132
2010-11-04;10.64;1.00040132
2010-11-05;10.64;1.00040132
2010-11-08;10.64;1.00040132
2010-11-09;10.64;1.00040132
2010-11-10;10.63;1.00040096
2010-11-11;10.63;1.00040096
2010-11-12;10.64;1.00040132
2010-11-16;10.64;1.00040132
2010-11-17;10.64;1.00040132
2010-11-18;10.64;1.00040132
2010-11-19;10.64;1.00040132
2010-11-22;10.64;1.00040132
2010-11-23;10.64;1.00040132
2010-11-24;10.64;1.00040132
2010-11-25;10.64;1.00040132
2010-11-26;10.64;1.00040132
2010-11-29;10.64;1.00040132
2010-11-30;10.64;1.00040132
2010-12-01;10.64;1.00040132
2010-12-02;10.64;1.00040132
2010-12-03;10.64;1.00040132
2010-12-06;10.64;1.00040132
2010-12-07;10.64;1.00040132
2010-12-08;10.64;1.00040132
2010-12-09;10.64;1.00040132
2010-12-10;10.65;1.00040168
2010-12-13;10.64;1.00040132
2010-12-14;10.64;1.00040132
2010-12-15;10.64;1.00040132
2010-12-16;10.64;1.00040132
2010-12-17;10.64;1.00040132
2010-12-20;10.64;1.00040132
2010-12-21;10.64;1.00040132
2010-12-22;10.64;1.00040132
2010-12-23;10.64;1.00040132
2010-12-24;10.64;1.00040132
2010-12-27;10.64;1.00040132
2010-12-28;10.64;1.00040132
2010-12-29;10.64;1.00040132
2010-12-30;10.64;1.00040132
2010-12-31;10.64;1.00040132
2011-01-03;10.64;1.00040132
2011-01-04;10.64;1.00040132
2011-01-05;10.64;1.00040132
2011-01-06;10.64;1.00040132
2011-01-07;10.64;1.00040132
2011-01-10;10.64;1.00040132
2011-01-11;10.64;1.00040132
2011-01-12;10.64;1.00040132
2011-01-13;10.64;1.00040132
2011-01-14;10.64;1.00040132
2011-01-17;10.64;1.00040132
2011-01-18;10.64;1.00040132
2011-01-19;10.64;1.00040132
2011-01-20;11.14;1.00041922
2011-01-21;11.14;1.00041922
2011-01-24;11.14;1.00041922
2011-01-25;11.14;1.00041922
2011-01-26;11.14;1.00041922
2011-01-27;11.14;1.00041922
2011-01-28;11.14;1.00041922
2011-01-31;11.14;1.00041922
2011-02-01;11.14;1.00041922
2011-02-02;11.14;1.00041922
2011-02-03;11.14;1.00041922
2011-02-04;11.14;1.00041922
2011-02-07;11.14;1.00041922
2011-02-08;11.14;1.00041922
2011-02-09;11.14;1.00041922
2011-02-10;11.15;1.00041957
2011-02-11;11.14;1.00041922
2011-02-14;11.15;1.00041957
2011-02-15;11.15;1.00041957
2011-02-16;11.15;1.00041957
2011-02-17;11.15;1.00041957
2011-02-18;11.16;1.00041993
2011-02-21;11.16;1.00041993
2011-02-22;11.16;1.00041993
2011-02-23;11.16;1.00041993
2011-02-24;11.16;1.00041993
2011-02-25;11.16;1.00041993
2011-02-28;11.15;1.00041957
2011-03-01;11.16;1.00041993
2011-03-02;11.16;1.00041993
2011-03-03;11.64;1.00043704
2011-03-04;11.64;1.00043704
2011-03-09;11.64;1.00043704
2011-03-10;11.64;1.00043704
2011-03-11;11.64;1.00043704
2011-03-14;11.64;1.00043704
2011-03-15;11.65;1.00043739
2011-03-16;11.65;1.00043739
2011-03-17;11.64;1.00043704
2011-03-18;11.65;1.00043739
2011-03-21;11.64;1.00043704
2011-03-22;11.64;1.00043704
2011-03-23;11.65;1.00043739
2011-03-24;11.65;1.00043739
2011-03-25;11.65;1.00043739
2011-03-28;11.66;1.00043775
2011-03-29;11.66;1.00043775
2011-03-30;11.66;1.00043775
2011-03-31;11.66;1.00043775
2011-04-01;11.67;1.0004381
2011-04-04;11.66;1.00043775
2011-04-05;11.65;1.00043739
2011-04-06;11.64;1.00043704
2011-04-07;11.65;1.00043739
2011-04-08;11.64;1.00043704
2011-04-11;11.64;1.00043704
2011-04-12;11.63;1.00043668
2011-04-13;11.65;1.00043739
2011-04-14;11.66;1.00043775
2011-04-15;11.66;1.00043775
2011-04-18;11.69;1.00043881
2011-04-19;11.66;1.00043775
2011-04-20;11.64;1.00043704
2011-04-25;11.88;1.00044556
2011-04-26;11.89;1.00044592
2011-04-27;11.89;1.00044592
2011-04-28;11.89;1.00044592
2011-04-29;11.91;1.00044663
2011-05-02;11.9;1.00044627
2011-05-03;11.9;1.00044627
2011-05-04;11.9;1.00044627
2011-05-05;11.9;1.00044627
2011-05-06;11.9;1.00044627
2011-05-09;11.89;1.00044592
2011-05-10;11.89;1.00044592
2011-05-11;11.88;1.00044556
2011-05-12;11.87;1.00044521
2011-05-13;11.87;1.00044521
2011-05-16;11.86;1.00044485
2011-05-17;11.88;1.00044556
2011-05-18;11.88;1.00044556
2011-05-19;11.88;1.00044556
2011-05-20;11.9;1.00044627
2011-05-23;11.9;1.00044627
2011-05-24;11.89;1.00044592
2011-05-25;11.89;1.00044592
2011-05-26;11.88;1.00044556
2011-05-27;11.89;1.00044592
2011-05-30;11.88;1.00044556
2011-05-31;11.85;1.0004445
2011-06-01;11.91;1.00044663
2011-06-02;11.89;1.00044592
2011-06-03;11.89;1.00044592
2011-06-06;11.91;1.00044663
2011-06-07;11.89;1.00044592
2011-06-08;11.88;1.00044556
2011-06-09;12.07;1.0004523
2011-06-10;12.09;1.00045301
2011-06-13;12.07;1.0004523
2011-06-14;12.06;1.00045194
2011-06-15;12.13;1.00045442
2011-06-16;12.13;1.00045442
2011-06-17;12.13;1.00045442
2011-06-20;12.12;1.00045407
2011-06-21;12.14;1.00045478
2011-06-22;12.13;1.00045442
2011-06-24;12.12;1.00045407
2011-06-27;12.12;1.00045407
2011-06-28;12.11;1.00045372
2011-06-29;12.12;1.00045407
2011-06-30;12.15;1.00045513
2011-07-01;12.15;1.00045513
2011-07-04;12.15;1.00045513
2011-07-05;12.16;1.00045549
2011-07-06;12.15;1.00045513
2011-07-07;12.15;1.00045513
2011-07-08;12.15;1.00045513
2011-07-11;12.15;1.00045513
2011-07-12;12.15;1.00045513
2011-07-13;12.16;1.00045549
2011-07-14;12.16;1.00045549
2011-07-15;12.16;1.00045549
2011-07-18;12.16;1.00045549
2011-07-19;12.15;1.00045513
2011-07-20;12.15;1.00045513
2011-07-21;12.4;1.00046397
2011-07-22;12.4;1.00046397
2011-07-25;12.41;1.00046432
2011-07-26;12.4;1.00046397
2011-07-27;12.4;1.00046397
2011-07-28;12.4;1.00046397
2011-07-29;12.4;1.00046397
2011-08-01;12.41;1.00046432
2011-08-02;12.4;1.00046397
2011-08-03;12.4;1.00046397
2011-08-04;12.4;1.00046397
2011-08-05;12.4;1.00046397
2011-08-08;12.4;1.00046397
2011-08-09;12.4;1.00046397
2011-08-10;12.4;1.00046397
2011-08-11;12.4;1.00046397
2011-08-12;12.4;1.00046397
2011-08-15;12.4;1.00046397
2011-08-16;12.4;1.00046397
2011-08-17;12.4;1.00046397
2011-08-18;12.39;1.00046362
2011-08-19;12.4;1.00046397
2011-08-22;12.39;1.00046362
2011-08-23;12.4;1.00046397
2011-08-24;12.4;1.00046397
2011-08-25;12.39;1.00046362
2011-08-26;12.39;1.00046362
2011-08-29;12.39;1.00046362
2011-08-30;12.39;1.00046362
2011-08-31;12.39;1.00046362
2011-09-01;11.88;1.00044556
2011-09-02;11.88;1.00044556
2011-09-05;11.88;1.00044556
2011-09-06;11.88;1.00044556
2011-09-08;11.88;1.00044556
2011-09-09;11.88;1.00044556
2011-09-12;11.88;1.00044556
2011-09-13;11.88;1.00044556
2011-09-14;11.88;1.00044556
2011-09-15;11.88;1.00044556
2011-09-16;11.88;1.00044556
2011-09-19;11.87;1.00044521
2011-09-20;11.87;1.00044521
2011-09-21;11.88;1.00044556
2011-09-22;11.88;1.00044556
2011-09-23;11.88;1.00044556
2011-09-26;11.88;1.00044556
2011-09-27;11.88;1.00044556
2011-09-28;11.88;1.00044556
2011-09-29;11.88;1.00044556
2011-09-30;11.88;1.00044556
2011-10-03;11.89;1.00044592
2011-10-04;11.88;1.00044556
2011-10-05;11.88;1.00044556
2011-10-06;11.88;1.00044556
2011-10-07;11.88;1.00044556
2011-10-10;11.88;1.00044556
2011-10-11;11.88;1.00044556
2011-10-13;11.87;1.00044521
2011-10-14;11.87;1.00044521
2011-10-17;11.87;1.00044521
2011-10-18;11.87;1.00044521
2011-10-19;11.88;1.00044556
2011-10-20;11.39;1.00042814
2011-10-21;11.39;1.00042814
2011-10-24;11.39;1.00042814
2011-10-25;11.39;1.00042814
2011-10-26;11.39;1.00042814
2011-10-27;11.39;1.00042814
2011-10-28;11.39;1.00042814
2011-10-31;11.39;1.00042814
2011-11-01;11.39;1.00042814
2011-11-03;11.4;1.00042849
2011-11-04;11.39;1.00042814
2011-11-07;11.42;1.00042921
2011-11-08;11.39;1.00042814
2011-11-09;11.38;1.00042778
2011-11-10;11.37;1.00042742
2011-11-11;11.37;1.00042742
2011-11-14;11.35;1.00042671
2011-11-16;11.36;1.00042707
2011-11-17;11.36;1.00042707
2011-11-18;11.37;1.00042742
2011-11-21;11.38;1.00042778
2011-11-22;11.38;1.00042778
2011-11-23;11.38;1.00042778
2011-11-24;11.38;1.00042778
2011-11-25;11.36;1.00042707
2011-11-28;11.35;1.00042671
2011-11-29;11.34;1.00042635
2011-11-30;11.36;1.00042707
2011-12-01;10.87;1.00040956
2011-12-02;10.88;1.00040992
2011-12-05;10.89;1.00041028
2011-12-06;10.88;1.00040992
2011-12-07;10.87;1.00040956
2011-12-08;10.85;1.00040884
2011-12-09;10.83;1.00040813
2011-12-12;10.82;1.00040777
2011-12-13;10.83;1.00040813
2011-12-14;10.86;1.0004092
2011-12-15;10.87;1.00040956
2011-12-16;10.88;1.00040992
2011-12-19;10.89;1.00041028
2011-12-20;10.9;1.00041063
2011-12-21;10.89;1.00041028
2011-12-22;10.88;1.00040992
2011-12-23;10.88;1.00040992
2011-12-26;10.85;1.00040884
2011-12-27;10.86;1.0004092
2011-12-28;10.85;1.00040884
2011-12-29;10.87;1.00040956
2011-12-30;10.87;1.00040956
2012-01-02;10.89;1.00041028
2012-01-03;10.88;1.00040992
2012-01-04;10.88;1.00040992
2012-01-05;10.85;1.00040884
2012-01-06;10.86;1.0004092
2012-01-09;10.82;1.00040777
2012-01-10;10.83;1.00040813
2012-01-11;10.82;1.00040777
2012-01-12;10.81;1.00040741
2012-01-13;10.82;1.00040777
2012-01-16;10.82;1.00040777
2012-01-17;10.81;1.00040741
2012-01-18;10.8;1.00040705
2012-01-19;10.31;1.00038946
2012-01-20;10.32;1.00038982
2012-01-23;10.32;1.00038982
2012-01-24;10.33;1.00039018
2012-01-25;10.33;1.00039018
2012-01-26;10.31;1.00038946
2012-01-27;10.3;1.0003891
2012-01-30;10.3;1.0003891
2012-01-31;10.31;1.00038946
2012-02-01;10.3;1.0003891
2012-02-02;10.3;1.0003891
2012-02-03;10.32;1.00038982
2012-02-06;10.3;1.0003891
2012-02-07;10.3;1.0003891
2012-02-08;10.29;1.00038874
2012-02-09;10.3;1.0003891
2012-02-10;10.3;1.0003891
2012-02-13;10.28;1.00038838
2012-02-14;10.29;1.00038874
2012-02-15;10.29;1.00038874
2012-02-16;10.28;1.00038838
2012-02-17;10.32;1.00038982
2012-02-22;10.29;1.00038874
2012-02-23;10.29;1.00038874
2012-02-24;10.31;1.00038946
2012-02-27;10.31;1.00038946
2012-02-28;10.28;1.00038838
2012-02-29;10.27;1.00038802
2012-03-01;10.27;1.00038802
2012-03-02;10.26;1.00038766
2012-03-05;10.26;1.00038766
2012-03-06;10.25;1.0003873
2012-03-07;10.22;1.00038622
2012-03-08;9.53;1.00036129
2012-03-09;9.51;1.00036056
2012-03-12;9.48;1.00035948
2012-03-13;9.46;1.00035875
2012-03-14;9.45;1.00035839
2012-03-15;9.45;1.00035839
2012-03-16;9.49;1.00035984
2012-03-19;9.48;1.00035948
2012-03-20;9.48;1.00035948
2012-03-21;9.48;1.00035948
2012-03-22;9.48;1.00035948
2012-03-23;9.52;1.00036093
2012-03-26;9.49;1.00035984
2012-03-27;9.49;1.00035984
2012-03-28;9.48;1.00035948
2012-03-29;9.48;1.00035948
2012-03-30;9.52;1.00036093
2012-04-02;9.5;1.0003602
2012-04-03;9.5;1.0003602
2012-04-04;9.53;1.00036129
2012-04-05;9.52;1.00036093
2012-04-09;9.5;1.0003602
2012-04-10;9.52;1.00036093
2012-04-11;9.49;1.00035984
2012-04-12;9.48;1.00035948
2012-04-13;9.48;1.00035948
2012-04-16;9.47;1.00035911
2012-04-17;9.46;1.00035875
2012-04-18;9.47;1.00035911
2012-04-19;8.72;1.00033182
2012-04-20;8.73;1.00033219
2012-04-23;8.77;1.00033365
2012-04-24;8.72;1.00033182
2012-04-25;8.72;1.00033182
2012-04-26;8.72;1.00033182
2012-04-27;8.73;1.00033219
2012-04-30;8.7;1.00033109
2012-05-02;8.76;1.00033328
2012-05-03;8.76;1.00033328
2012-05-04;8.71;1.00033146
2012-05-07;8.71;1.00033146
2012-05-08;8.69;1.00033073
2012-05-09;8.69;1.00033073
2012-05-10;8.68;1.00033036
2012-05-11;8.68;1.00033036
2012-05-14;8.63;1.00032854
2012-05-15;8.72;1.00033182
2012-05-16;8.73;1.00033219
2012-05-17;8.74;1.00033255
2012-05-18;8.76;1.00033328
2012-05-21;8.73;1.00033219
2012-05-22;8.77;1.00033365
2012-05-23;8.78;1.00033401
2012-05-24;8.78;1.00033401
2012-05-25;8.79;1.00033438
2012-05-28;8.78;1.00033401
2012-05-29;8.79;1.00033438
2012-05-30;8.81;1.00033511
2012-05-31;8.33;1.00031756
2012-06-01;8.34;1.00031792
2012-06-04;8.35;1.00031829
2012-06-05;8.36;1.00031866
2012-06-06;8.32;1.00031719
2012-06-08;8.36;1.00031866
2012-06-11;8.32;1.00031719
2012-06-12;8.34;1.00031792
2012-06-13;8.35;1.00031829
2012-06-14;8.34;1.00031792
2012-06-15;8.32;1.00031719
2012-06-18;8.35;1.00031829
2012-06-19;8.32;1.00031719
2012-06-20;8.37;1.00031902
2012-06-21;8.38;1.00031939
2012-06-22;8.36;1.00031866
2012-06-25;8.38;1.00031939
2012-06-26;8.35;1.00031829
2012-06-27;8.37;1.00031902
2012-06-28;8.36;1.00031866
2012-06-29;8.38;1.00031939
2012-07-02;8.36;1.00031866
2012-07-03;8.36;1.00031866
2012-07-04;8.37;1.00031902
2012-07-05;8.36;1.00031866
2012-07-06;8.34;1.00031792
2012-07-09;8.36;1.00031866
2012-07-10;8.32;1.00031719
2012-07-11;8.3;1.00031646
2012-07-12;7.85;1.00029993
2012-07-13;7.83;1.00029919
2012-07-16;7.85;1.00029993
2012-07-17;7.82;1.00029883
2012-07-18;7.8;1.00029809
2012-07-19;7.83;1.00029919
2012-07-20;7.84;1.00029956
2012-07-23;7.84;1.00029956
2012-07-24;7.82;1.00029883
2012-07-25;7.84;1.00029956
2012-07-26;7.81;1.00029846
2012-07-27;7.79;1.00029772
2012-07-30;7.83;1.00029919
2012-07-31;7.83;1.00029919
2012-08-01;7.83;1.00029919
2012-08-02;7.82;1.00029883
2012-08-03;7.83;1.00029919
2012-08-06;7.82;1.00029883
2012-08-07;7.82;1.00029883
2012-08-08;7.82;1.00029883
2012-08-09;7.82;1.00029883
2012-08-10;7.82;1.00029883
2012-08-13;7.8;1.00029809
2012-08-14;7.83;1.00029919
2012-08-15;7.83;1.00029919
2012-08-16;7.82;1.00029883
2012-08-17;7.84;1.00029956
2012-08-20;7.85;1.00029993
2012-08-21;7.82;1.00029883
2012-08-22;7.81;1.00029846
2012-08-23;7.81;1.00029846
2012-08-24;7.82;1.00029883
2012-08-27;7.83;1.00029919
2012-08-28;7.83;1.00029919
2012-08-29;7.82;1.00029883
2012-08-30;7.38;1.00028259
2012-08-31;7.38;1.00028259
2012-09-03;7.41;1.0002837
2012-09-04;7.39;1.00028296
2012-09-05;7.39;1.00028296
2012-09-06;7.39;1.00028296
2012-09-10;7.38;1.00028259
